datetime,temp,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase
1/1/2020,29.3,22.8,69.5,0,0,0,14,84,1013,37.8,9.7,277.3,24,9,0.17
2/1/2020,28.5,24.1,78,1.16,100,4.17,13.9,99.1,1013.8,44.3,9.7,243.7,21.1,9,0.22
3/1/2020,28.2,24.6,82.3,11.95,100,8.33,12.1,147.9,1012.5,39.5,9.5,252.2,21.9,9,0.26
4/1/2020,28.5,24.7,80.7,0.35,100,4.17,14.1,172.3,1010.7,40.7,8.8,265.1,22.9,9,0.31
5/1/2020,28.5,23.9,77.2,0,0,0,13.5,179.2,1011,39.7,9,278.6,24.1,10,0.36
6/1/2020,28.4,23.8,77.8,9.84,100,8.33,13.7,151.8,1011.5,40.2,9.6,275.5,23.8,10,0.4
7/1/2020,28.8,23.8,76.2,0,0,0,17.7,202.1,1010.6,37.4,9.8,194.9,16.9,7,0.44
8/1/2020,29,24.7,78.4,0.35,100,4.17,12.8,121.4,1009.6,42.7,9.1,223.4,19.4,8,0.47
9/1/2020,27.9,24.3,82.7,34.71,100,8.33,14.6,115.9,1009.4,38.2,9.5,244.3,21.3,8,0.49
10/1/2020,27.4,24.3,84.4,7.42,100,8.33,13,139.2,1010.1,38.7,9.3,171.5,14.8,6,0.5
11/1/2020,28.1,24.7,82.8,0,0,0,13.7,182.7,1010.1,35.7,9.1,174.4,15.1,6,0.51
12/1/2020,28,24.7,82.7,1.27,100,8.33,17.3,181.6,1009.6,36.6,7.9,223.3,19.3,8,0.52
13/1/2020,27.5,25,87.3,1.42,100,8.33,9.4,111.1,1009,37.2,8.5,251.8,21.7,9,0.55
14/1/2020,28.7,24.7,79.8,0,0,0,8.9,110.3,1009.6,36.3,8.5,253.5,21.7,9,0.59
15/1/2020,28.3,24.8,82.2,7.07,100,4.17,15.1,105.6,1010.2,38.1,8.8,259.5,22.6,9,0.64
16/1/2020,28.3,25.5,86,1.77,100,4.17,16.4,126.7,1010.8,37.4,7.3,273.4,23.6,9,0.69
17/1/2020,28.3,25.2,84.3,0,0,0,12.3,151.2,1011.2,38.2,8.4,276,24,9,0.75
18/1/2020,28.1,24.9,83.8,0,0,0,17.9,162.4,1010.7,37.6,8.1,272.3,23.5,9,0.81
19/1/2020,28,25.3,86.5,67.2,100,8.33,19.2,145.3,1011,43.1,7.8,261.9,22.5,9,0.86
20/1/2020,29,25.1,80.9,0,0,0,12.5,159.3,1011.5,37.4,9.4,222.8,19.1,8,0.91
21/1/2020,29.2,25.4,80.3,0,0,0,11.8,142.4,1012.7,37.3,9.6,157.3,13.7,5,0.95
22/1/2020,29.8,24.4,74.1,0,0,0,18.8,115.8,1012.2,37.6,9.6,282.1,24.4,10,0.98
23/1/2020,29.1,25,79.2,0.05,100,4.17,12.8,131.2,1011.4,39,9.5,288.2,24.9,10,0.99
24/1/2020,29.7,24.7,76.3,0,0,0,17.3,169.8,1010.9,35.9,9.5,246.2,21.2,8,1
25/1/2020,29.7,24,72.3,0,0,0,12.8,153.4,1010.4,38,9.6,278.6,23.9,9,0
26/1/2020,29.3,24.8,77.4,0,0,0,14.3,208.4,1009.7,37.9,9.6,229.4,19.8,9,0.01
27/1/2020,29,24.9,79.2,0.53,100,4.17,11.7,220.9,1009.8,38,9.7,241.9,20.9,8,0.03
28/1/2020,29.3,24.9,78.3,0,0,0,16.1,177.5,1010.2,37.6,9.9,184,15.9,6,0.06
29/1/2020,25.6,24.2,92.3,28.01,100,8.33,16.9,205.2,1012.4,40.1,7.5,154.5,13.3,5,0.09
30/1/2020,27.5,23.5,80.9,1.89,100,8.33,14.3,167.1,1011,39.6,9.4,197.2,16.9,6,0.13
31/1/2020,28,24.1,80.7,3.54,100,4.17,14.1,154.5,1010.9,37.9,9.6,197.7,17,7,0.18
1/2/2020,29.1,23.5,73.6,0,0,0,16.5,69.7,1010.7,38.3,9,269.1,23.1,9,0.22
2/2/2020,29.5,22.7,68.1,0,0,0,15.4,68.8,1011.8,38.7,10,290.4,25,10,0.27
3/2/2020,29,21.8,67,0,0,0,17.3,157.4,1012.1,37.4,9.8,289,24.8,10,0.32
4/2/2020,28.4,23.1,74.1,0,0,0,15.3,142.2,1011.2,37.7,10,291.5,25,10,0.37
5/2/2020,28.5,23.1,74.3,7.07,100,4.17,14.1,134.7,1010.8,40.7,8.8,283.8,24.7,10,0.41
6/2/2020,28.9,23.7,75.3,0.53,100,8.33,15.9,112.9,1011.1,38.3,7.8,277.4,24,9,0.45
7/2/2020,28.2,24.3,80.3,0.35,100,4.17,10.5,108.5,1011.6,37.8,7.8,250.7,21.8,9,0.48
8/2/2020,28.3,23.5,77,0.35,100,4.17,10.7,151.4,1012.5,37.6,8.4,286.4,24.7,9,0.5
9/2/2020,27.7,24.1,82,0,0,0,15.9,236.5,1012.2,39.6,7.8,266.7,23,9,0.5
10/2/2020,27.2,23.5,81.6,15.29,100,4.17,11.6,106.7,1011.9,40,9.9,153.4,13.4,6,0.52
11/2/2020,28.5,23.6,75.7,0,0,0,13.8,82.1,1011.7,38.8,9.7,226.2,19.6,8,0.53
12/2/2020,29.5,24.2,74.6,0,0,0,15.7,102,1012,37.5,10.2,256.5,22.3,9,0.57
13/2/2020,28.5,24.9,81.9,32.71,100,4.17,17.5,174.8,1011.3,37.4,9.5,281.9,24.2,10,0.62
14/2/2020,28,25.7,87.9,20.68,100,4.17,20.1,108,1010.3,38.9,8.2,204,17.6,7,0.67
15/2/2020,27.6,25,86.2,5.51,100,12.5,15.4,239.4,1011.9,39.4,9.3,164.1,14.1,7,0.73
16/2/2020,27.9,24.9,84.6,2.5,100,4.17,17.7,195.6,1012.2,40.8,9.9,256.3,22.1,9,0.78
17/2/2020,28.7,24.6,80,0,0,0,14.6,142.2,1012.3,37.2,8.9,248.3,21.6,8,0.84
18/2/2020,26.4,23.8,86.1,3.51,100,4.17,14.6,126.2,1013,39.6,9.6,147.5,12.7,5,0.88
19/2/2020,28.2,23,74.6,0,0,0,12.1,145.6,1012.6,37.6,9.3,287.6,24.8,10,0.93
20/2/2020,29.1,22.9,71.5,0,0,0,14,118.6,1011.9,39.2,9.3,298.9,25.7,10,0.96
21/2/2020,29.2,22.6,69.9,0,0,0,14.8,122.3,1012.8,36.7,9.9,297.1,25.7,10,0.98
22/2/2020,29.5,21.7,63.7,0,0,0,13.3,57.4,1013.3,37.1,9.8,297.2,25.6,10,1
23/2/2020,29.5,21.7,63.9,0,0,0,19,104.3,1012.4,38.5,9.9,304.3,26.4,10,1
24/2/2020,29.6,22.5,67.2,0,0,0,14.6,104.1,1010.9,39.1,10.2,304.2,26.2,10,0
25/2/2020,29.5,23.3,71,6.19,100,4.17,14.1,78.4,1010.1,40.5,10.1,294.3,25.7,10,0.02
26/2/2020,28.7,23.7,76.7,59.23,100,4.17,24,68.5,1010,39.6,9.4,303.2,25.8,10,0.04
27/2/2020,29.4,23.5,73.4,0,0,0,10.4,97.3,1009.7,37.4,8.6,293.5,25.4,10,0.06
28/2/2020,30.2,22.3,65,0,0,0,17.6,106.2,1009.2,39.7,9.8,305.1,26.4,10,0.1
29/2/2020,30.1,23.4,69.6,0,0,0,17.3,116.2,1008.8,36.8,9.6,291.9,25,10,0.14
1/3/2020,29.1,24.3,77.1,4.42,100,4.17,20.8,125,1009.6,38.2,8.7,291.4,25.1,10,0.18
2/3/2020,29.3,24.6,77.7,7.09,100,8.33,17.5,116.6,1009.4,37.5,9.4,305,26.2,10,0.23
3/3/2020,28.9,24.8,80.3,0,0,0,24,130,1009.9,39.9,8.1,280.8,24.3,10,0.28
4/3/2020,30.2,24.7,74,0,0,0,14.3,135.8,1009.7,39,9,286.3,24.7,10,0.34
5/3/2020,28.6,25.1,82,1.23,100,4.17,17.7,159.6,1010.8,38.8,9.1,174.8,15.2,6,0.38
6/3/2020,27.6,24.4,83.2,4.51,100,4.17,17.3,183.1,1011.9,37.5,8.9,153.6,13.2,6,0.43
7/3/2020,27,24.5,87.3,24.59,100,12.5,16.8,218,1012.5,38.2,8.9,169.8,14.7,6,0.46
8/3/2020,27.8,25.2,87,6,100,4.17,18.8,151.7,1010.9,38.7,7.6,177.6,15.4,7,0.49
9/3/2020,29.5,25.5,80.5,0,0,0,16.1,187.9,1009.4,38,8.4,183.2,15.8,6,0.5
10/3/2020,30.6,25.8,77.2,0,0,0,17.7,238.9,1008.9,38.2,9.9,204.6,17.7,8,0.51
11/3/2020,29.4,25.5,80.7,34.41,100,4.17,24.8,224,1010.3,37.2,9.7,260.9,22.5,9,0.53
12/3/2020,28.5,25.4,84.4,14.64,100,4.17,15.9,118.8,1011.4,39.8,8.6,279.4,24.3,9,0.56
13/3/2020,29.2,25.5,81.3,0.1,100,4.17,17.7,161.9,1011.7,39.4,7.8,263.3,22.6,9,0.6
14/3/2020,30.2,25,75.4,0,0,0,11.4,93.1,1009.9,40.9,8.9,250.3,21.6,9,0.65
15/3/2020,29,24.3,77.4,15.38,100,4.17,16.6,82.1,1009.8,38,9.7,231.3,20,8,0.71
16/3/2020,30.6,23.2,66.7,0,0,0,12.2,52.6,1010.6,39.4,9.8,216.8,18.8,7,0.76
17/3/2020,30.5,21.8,62.3,0,0,0,13.2,115.4,1011.2,37.3,9.9,290.7,25,10,0.81
18/3/2020,29.7,24.6,75.5,2.72,100,4.17,19.9,149.4,1010.6,39.4,10,199.7,17.1,7,0.86
19/3/2020,28.7,24.8,79.7,8.84,100,4.17,12.8,115.6,1010.8,37.5,10,219.7,19,8,0.9
20/3/2020,29.6,23.9,73.5,0,0,0,17.1,118.4,1010.8,37.6,9.3,235.4,20.4,8,0.94
21/3/2020,27.8,24.6,83.8,12.07,100,4.17,16.1,143.3,1011.4,39.9,9.2,207.5,18,8,0.97
22/3/2020,28.3,24.9,82.7,0,0,0,15.9,128,1011.2,37.1,10,117.9,10.2,4,0.99
23/3/2020,27.7,24.9,85.4,5.4,100,4.17,17.3,110,1010.7,37.7,9.7,210.8,18.2,8,1
24/3/2020,27.3,24.9,88,34.48,100,4.17,15.9,92.7,1009.1,38.1,8.7,145.4,12.4,5,0
25/3/2020,29.7,24.5,76.2,0,0,0,12.3,140.9,1007.9,38.9,9.7,297.3,25.7,10,0.01
26/3/2020,29.6,23.9,73,0.88,100,4.17,13.9,123.9,1009.2,38.9,10,294.2,25.3,10,0.02
27/3/2020,28.7,25.2,82.5,39.13,100,4.17,20.8,115.2,1010.3,40.4,9.3,204,17.7,7,0.04
28/3/2020,28.7,25.5,83.6,1.28,100,4.17,17.3,116.9,1009.6,38.5,8.5,220.2,19,8,0.07
29/3/2020,28.7,25.9,85.7,19.91,100,4.17,15.9,116.3,1008.5,38.6,8.7,263.7,22.8,9,0.11
30/3/2020,28.8,25.4,82.9,8.33,100,12.5,13.9,182.3,1009.8,37.1,9.4,165,14.4,6,0.15
31/3/2020,28.7,25.2,82.5,11.49,100,4.17,19,168.8,1009.7,39.7,9.2,229.4,19.8,8,0.2
1/4/2020,29.5,24.7,77.4,0,0,0,19.2,160.7,1009.5,37.4,8.8,242.9,20.9,8,0.25
2/4/2020,29.1,25.4,81.3,11.52,100,4.17,17.5,153.5,1009.6,39.1,9.7,231.9,20,8,0.31
3/4/2020,28.3,25.4,85.6,23.28,100,8.33,14.8,150.4,1010.5,42.8,9.5,231.5,20.1,8,0.36
4/4/2020,28.1,25.5,86.4,4.79,100,8.33,14.6,129.3,1010.3,38.8,9.7,259.1,22.2,9,0.41
5/4/2020,28.3,25.3,84.2,0,0,0,18.8,130,1010.7,38.2,9.9,233.8,20,8,0.45
6/4/2020,27.8,24.7,84.7,16.03,100,4.17,34.3,152.1,1010.8,38.5,9.9,193.6,16.7,6,0.48
7/4/2020,28,24.8,84,12.23,100,8.33,14.1,124.1,1010.4,39.4,9,206.2,17.8,7,0.5
8/4/2020,28.6,25.6,84.1,2.65,100,4.17,21.2,115.8,1010.8,38,10,147.1,12.7,5,0.5
9/4/2020,29.8,25.5,79,0.05,100,4.17,12.5,147.1,1010.7,38.5,10,139.3,12.1,5,0.52
10/4/2020,30.1,25.1,76,0.88,100,4.17,15.9,116.9,1011.4,37.5,9.5,264.4,22.7,10,0.54
11/4/2020,29.8,25.1,77.1,0,0,0,14.1,130.7,1011.4,39.1,9.9,203.7,17.7,7,0.58
12/4/2020,29.6,25.6,80.4,16.8,100,4.17,15.5,148.1,1010,37.7,9.7,223.1,19.2,7,0.63
13/4/2020,28.8,25.4,82.9,0.35,100,4.17,17.1,153.7,1009.7,38.6,9.5,96.2,8.3,3,0.68
14/4/2020,29.7,25.7,80.1,0,0,0,16.1,99.5,1010.1,37.8,9.6,201.4,17.4,7,0.73
15/4/2020,29.6,25.7,81,6.19,100,4.17,17.1,162.3,1010.5,39.1,8.9,153.4,13.2,6,0.78
16/4/2020,28.5,25.4,84,22.98,100,8.33,19.2,137.6,1009.8,37.9,9.2,232.2,20.1,8,0.83
17/4/2020,29.4,25,78.3,0,0,0,11.9,112.8,1010.3,38.4,9.5,212.6,18.4,7,0.88
18/4/2020,28.9,25.5,83,24.75,100,4.17,17.5,107.1,1010.8,38.9,9.4,205.6,17.8,7,0.91
19/4/2020,29.4,25.5,81.2,1.63,100,8.33,15.7,138.2,1010.1,39.8,9,275.6,23.9,9,0.95
20/4/2020,29.5,26,82.7,6.42,100,4.17,16.1,130.3,1009.7,39.4,8.8,224.9,19.5,8,0.97
21/4/2020,28.4,25.5,85.7,23.57,100,4.17,28.2,109.9,1009.4,37.7,9.6,149.9,12.8,5,0.99
22/4/2020,27.4,25.2,88.9,76.14,100,8.33,15.9,152.8,1009.3,39.6,8.7,174.1,15.2,7,1
23/4/2020,26.4,24.5,90.6,44.55,100,12.5,15.5,104.4,1009.6,39.6,8.6,142.4,12.2,5,0
24/4/2020,27.4,25,87.8,15.94,100,8.33,20.4,178.7,1009.6,38.5,9.7,220.4,19.2,8,0.01
25/4/2020,27.3,25,88.1,11.25,100,8.33,22.8,106.2,1009.4,38.5,9.4,240.8,20.8,8,0.03
26/4/2020,27.1,25.3,90.3,29.43,100,8.33,15.5,136,1010.6,39.3,9.1,190.5,16.2,6,0.05
27/4/2020,27.8,25.2,86.6,16.3,100,8.33,15.5,152.7,1010.9,39,10.1,187.3,16.4,7,0.09
28/4/2020,27.5,25.3,88.2,1.54,100,12.5,13.7,174.4,1010.6,39.1,9.1,122.6,10.5,4,0.13
29/4/2020,28.3,25.3,85.5,15.03,100,4.17,19,126.2,1009.6,39.1,9.8,171.4,14.8,6,0.18
30/4/2020,27.6,25.6,89.2,12.58,100,8.33,15.7,100.1,1010.3,39.3,9.8,166.6,14.5,6,0.23
1/5/2020,27.2,25.5,91,0.67,100,12.5,7.8,175.2,1009.7,37.8,9.8,97.4,8.6,3,0.28
2/5/2020,29.3,25.4,81,0,0,0,17.5,160.4,1008.6,37.8,10,154.9,13.4,5,0.34
3/5/2020,28.8,25.6,83.4,2.2,100,4.17,21.9,157.3,1008.8,37.8,10,105.8,9.1,4,0.39
4/5/2020,29.9,25.4,77.9,0,0,0,16.4,205.3,1009.5,37.5,10.2,135.6,11.8,4,0.44
5/5/2020,30.5,25.9,77.3,0,0,0,17.5,266.5,1009,37.6,10.1,196.2,17,7,0.47
6/5/2020,29.8,26.6,83.5,0,0,0,17.5,238.8,1008.6,40.6,10,202.6,17.6,7,0.49
7/5/2020,29.2,27.2,89,3.54,100,4.17,14.1,124.7,1008.2,37.8,9.6,168.7,14.5,6,0.5
8/5/2020,29.6,26.9,86.2,0,0,0,10.5,123.9,1008,37.8,9.7,144,12.3,5,0.51
9/5/2020,29.6,26.7,84.6,0.12,100,4.17,16.1,134.7,1008.4,37.9,10.1,165.7,14.3,6,0.53
10/5/2020,29.2,26.6,86.5,8.23,100,8.33,16.1,110.1,1008.4,38.2,9.9,150.9,13,5,0.56
11/5/2020,30.4,26.7,81.2,0,0,0,17.7,158.4,1008.3,37.7,10,98.9,8.5,3,0.61
12/5/2020,29.9,26.6,83,0,0,0,17.1,127.3,1008.4,39,9.7,114.1,9.9,4,0.65
13/5/2020,28.5,25.1,82.7,1.22,100,8.33,13.7,140.2,1009.1,37.4,10.1,119.2,10.3,4,0.7
14/5/2020,29.9,24.3,74.2,0.53,100,4.17,22.8,91.6,1008.1,37.7,10.1,162.1,14,6,0.75
15/5/2020,30.1,25.7,78.6,5.33,100,4.17,16.9,125.7,1006.5,39.2,9.9,162,13.9,5,0.8
16/5/2020,29.5,25.3,79.2,47.81,100,4.17,17.3,106.8,1006.2,38.7,9.2,116.6,10.1,4,0.85
17/5/2020,27.9,25.3,87,40.44,100,8.33,17.5,236.8,1008.1,39.5,8.9,103.3,8.9,4,0.89
18/5/2020,29.7,25.1,78,0,0,0,17.3,131.9,1007,37.6,9.8,246.6,21.2,8,0.93
19/5/2020,30.9,25.4,73.9,0,0,0,15.7,105.1,1006.9,39.3,10.1,207.8,17.8,7,0.96
20/5/2020,29.7,25.6,79.4,0.62,100,8.33,17.1,141.5,1008.3,37.7,9.8,98.5,8.7,3,0.98
21/5/2020,29.4,24.6,77.1,0,0,0,19.6,274.8,1009,38,10.1,179.2,15.7,7,1
22/5/2020,28.7,24.9,81.6,6.87,100,4.17,23.8,145.6,1009.3,39,9.6,130.8,11.3,6,1
23/5/2020,28.8,25.5,82.8,1.77,100,4.17,17.1,183.1,1009.6,38.1,9.6,153.2,13.1,5,0
24/5/2020,28.4,25.2,83.8,2.15,100,4.17,12.5,148.8,1010.7,38.4,8.2,207.5,17.8,8,0.02
25/5/2020,29.9,25.2,77,0,0,0,10.7,178.8,1011,38.9,9.6,202.6,17.4,7,0.04
26/5/2020,28.4,25,82.7,7.23,100,4.17,16.1,144.3,1011.8,39,9.1,145.9,12.5,5,0.07
27/5/2020,29.5,25.2,79.1,1.77,100,4.17,12.8,187.6,1011.2,39.1,9.9,158.5,13.6,6,0.11
28/5/2020,29.1,25.9,83.8,0.71,100,8.33,16.1,129.8,1010.5,36.8,8.5,167.3,14.4,6,0.16
29/5/2020,28.3,25.5,85,3.72,100,8.33,13.3,172.2,1011,39.4,9,119.8,10.3,4,0.21
30/5/2020,28.3,25.3,85.1,23.19,100,8.33,13.9,116.6,1011.4,39.7,8.6,173.2,15,6,0.27
31/5/2020,27.8,25.2,86.1,4.65,100,8.33,17.5,180.9,1011.9,38.4,9.3,170.9,14.9,6,0.33
1/6/2020,28.5,24.7,80.9,0,0,0,20.8,159.1,1011.6,37.5,9.5,176.3,15.3,6,0.38
2/6/2020,29.2,24.8,78.4,0,0,0,14.1,149.2,1010.6,40.1,10.2,220.9,19.1,8,0.43
3/6/2020,29.2,24.9,79,0.53,100,4.17,17.7,152.1,1009.7,37.3,9.7,246.6,21.5,9,0.46
4/6/2020,26.9,25,89.5,41.13,100,8.33,12.5,156.5,1010.5,37.8,8.5,121,10.4,4,0.49
5/6/2020,27.3,24.4,85,1.12,100,4.17,16.1,137,1011.2,37.9,9.6,158.3,13.7,6,0.5
6/6/2020,27.7,23.1,77.2,1.28,100,4.17,14.1,113.7,1010.5,37.5,10.1,181.4,15.8,7,0.51
7/6/2020,29.3,24.4,76.2,0,0,0,14.1,135,1009.3,37.6,9.5,183.5,15.7,6,0.52
8/6/2020,29.8,24.6,75,0,0,0,13.9,228.6,1009.1,37.5,9.9,191.1,16.5,7,0.54
9/6/2020,30.1,24.7,74.2,0,0,0,17.3,149.3,1008.8,37.5,9.3,207.9,18.1,7,0.58
10/6/2020,29.9,24.3,72.4,0,0,0,16.1,114.1,1008.8,37.5,10.1,132.2,11.5,5,0.63
11/6/2020,29.5,24.6,76.4,0.35,100,4.17,18.6,103.5,1008,37.8,9.9,140,12.3,5,0.67
12/6/2020,27.1,24.6,87.3,74.26,100,8.33,21.7,164.8,1008.2,38.3,8.6,159.3,13.8,5,0.72
13/6/2020,26.7,24.6,88.3,4.45,100,8.33,11,115.8,1008.4,38.1,10,205.7,17.6,7,0.77
14/6/2020,28.8,23.9,76.8,0,0,0,17.5,114.3,1009.2,38.9,9.9,206.5,17.8,7,0.81
15/6/2020,29.4,24.3,75,0,0,0,20.6,85.4,1009.5,40.1,10.1,175.6,15,6,0.86
16/6/2020,28.6,24.6,79.2,0,0,0,13.9,178.3,1009.6,38,10,137.2,11.9,5,0.9
17/6/2020,28.2,24.5,81,0.76,100,8.33,13.9,147.3,1009.9,39.2,9.9,155.7,13.5,6,0.94
18/6/2020,27,24.6,87.2,7.41,100,12.5,15.7,176.1,1011.2,37.7,9.2,170,14.5,6,0.97
19/6/2020,26.9,24.8,88.9,41.02,100,8.33,17.1,112.5,1010.5,37.8,8.6,191.9,16.7,7,0.99
20/6/2020,26.5,24.5,89.3,20.83,100,4.17,12.1,89.2,1010.3,38.1,8.5,150.1,13,5,1
21/6/2020,28.1,24.3,80.4,0.18,100,4.17,17.5,89.8,1008.3,38,9.6,208.4,17.9,7,0
22/6/2020,27.8,23.9,80.3,4.17,100,4.17,16.6,128,1008.4,38.6,10.1,160.3,13.9,6,0.01
23/6/2020,28.4,24.1,78.6,0.02,100,4.17,15.7,129.3,1009.2,37.7,10.1,151.5,13,5,0.03
24/6/2020,28.1,24.5,81.1,0.41,100,8.33,17.3,114.8,1009.4,37.9,10,142.3,12.3,5,0.06
25/6/2020,29.1,23.3,72,0,0,0,17.5,170.4,1008.7,43.8,10.2,227.3,19.6,8,0.1
26/6/2020,27.5,23.8,81.3,0.29,100,4.17,21.9,97.2,1009.4,38.4,9.6,117.7,10,4,0.14
27/6/2020,29,24.6,78,0,0,0,14.1,93.5,1009.1,37,9.9,198.1,17,7,0.2
28/6/2020,29.3,24.7,77,0,0,0,25.8,124.5,1009.1,37.4,10.2,172.9,15,7,0.26
