datetime,temp,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase
23/12/2021,27.7,24,81.2,0.35,100,4.17,14.3,225.1,1010.4,38.5,8,105,9,3,0.59
24/12/2021,28.6,24,77.7,0,0,0,19.4,153.1,1009.8,37.8,8.9,167.2,14.5,6,0.63
25/12/2021,28.8,24.4,77.8,0,0,0,13.9,129.4,1010.4,40.7,9.7,211.4,18.2,7,0.67
26/12/2021,29,23.9,75.6,0,0,0,17.5,142.3,1011.3,38.4,10,233.1,20.2,8,0.72
27/12/2021,27.8,23.7,79.8,5.65,100,4.17,14.3,123.5,1012.1,38.3,9.7,214.9,18.6,8,0.78
28/12/2021,28.2,23.5,78.1,0.02,100,4.17,15.5,117,1011,37.6,9.5,251.2,21.6,9,0.83
29/12/2021,28.9,23.9,75.9,0.02,100,4.17,15.7,166.2,1010.4,37.7,9.1,251,21.7,9,0.88
30/12/2021,28,23.6,78.2,0.85,100,8.33,12,65.8,1010.8,41,9.7,162.3,14.1,6,0.93
31/12/2021,27.1,23.2,80.1,7.42,100,4.17,22.8,144.6,1011.3,44.8,9.9,204.4,17.7,7,0.97
1/1/2022,25.9,23.9,89.1,5.01,100,12.5,10.5,136.9,1011.5,41.3,8.8,126.2,10.8,5,0.99
2/1/2022,25.7,23.9,90.3,12.03,100,12.5,10.5,151.1,1011.4,39.8,9.1,75.6,6.5,3,1
3/1/2022,25.6,23.6,89.3,32.29,100,8.33,10.3,147.4,1010.3,39.7,9.2,179.4,15.6,6,0
4/1/2022,26.8,23.9,85.5,55.7,100,4.17,15.3,100.3,1010.9,43.7,8.9,165,14.1,7,0.02
5/1/2022,27.4,23.9,82.4,2.23,100,12.5,17.5,214.2,1011,38.8,9.4,131.8,11.3,5,0.05
6/1/2022,28.1,23.3,76.8,0,0,0,12.3,139.2,1011.1,38.1,10.2,201.7,17.3,7,0.09
7/1/2022,27.9,23.9,80.1,0.18,100,4.17,17.3,108.5,1011.4,37.9,9.4,219.2,19.2,8,0.14
8/1/2022,27.9,23.5,77.9,0,0,0,14.6,95.1,1010.9,40.5,9.1,224.4,19.4,8,0.19
9/1/2022,28.3,24.1,79.7,0.18,100,4.17,14.1,192,1010.1,39.4,9.6,240.8,20.9,9,0.24
10/1/2022,28.5,23.9,77.5,0.53,100,4.17,16.9,163.8,1010.8,37.7,9.7,262.2,22.6,9,0.28
11/1/2022,27.8,22.7,75.9,0.18,100,4.17,8.9,100.7,1011.8,37.5,9.3,249.8,21.8,9,0.33
12/1/2022,28.4,21.7,69.7,0,0,0,15.5,132.5,1011.2,37.4,9.4,275.5,23.9,9,0.38
13/1/2022,28.3,20.9,66.7,0.88,100,4.17,10.5,102.7,1011.6,37.4,10,280.5,24.3,9,0.41
14/1/2022,28.3,20.6,65.8,0.18,100,4.17,12.3,125.5,1011.5,37.4,9.7,284.7,24.8,9,0.45
15/1/2022,28.7,20.9,64.6,0,0,0,15.5,150.2,1011,37.4,10.1,265.7,23.1,9,0.47
16/1/2022,28.6,22.1,69.3,0,0,0,13.9,93.4,1010.9,41.6,9.9,208.5,18.1,9,0.49
17/1/2022,28.5,22.8,72.7,0,0,0,16.9,124.2,1010.6,38.6,9.9,165.8,14.4,7,0.5
18/1/2022,27.3,23.3,79.5,10.61,100,4.17,13,196.8,1010.9,39.7,9.8,209.5,18,8,0.5
19/1/2022,27.6,22.3,75.2,3.36,100,4.17,15.7,106.8,1010,40.8,10,239.5,20.7,8,0.52
20/1/2022,27.9,22.5,74.4,3.54,100,4.17,10.7,111.9,1009.7,39.9,10,246,21.3,9,0.53
21/1/2022,28.3,22.7,73.1,0.02,100,4.17,13.9,129.1,1009.6,37.9,10,258.2,22.4,9,0.56
22/1/2022,27.1,23.5,81.2,2.12,100,4.17,14.3,158.1,1009.7,39.4,9.6,166.4,14.6,7,0.6
23/1/2022,27.8,23.8,79.9,15.03,100,4.17,19.2,135.5,1009.2,38.6,9.3,279.2,24.3,9,0.65
24/1/2022,27.1,23.6,81.9,0,0,0,19.2,87.9,1009.1,39.2,9.4,247.4,21.4,9,0.7
25/1/2022,26.9,23.6,83.4,14.83,100,4.17,15.7,129.3,1009.2,39.3,9.7,224.7,19.4,8,0.75
26/1/2022,27.8,23.6,79.4,0,0,0,14.1,116.5,1009.8,37.8,9.4,174,15,7,0.81
27/1/2022,27.5,23.2,79.2,14.14,100,4.17,15.7,174.1,1009.3,38.1,9.4,250.1,21.7,9,0.86
28/1/2022,27.2,23.2,80.3,7.96,100,4.17,14.3,108,1010.1,37.6,9.4,270.4,23.5,9,0.91
29/1/2022,28.4,23.2,75.1,0,0,0,16.1,124.4,1009.9,37.6,9.4,284.3,24.7,9,0.95
30/1/2022,28.7,24.1,76.9,0.23,100,4.17,16.4,138.5,1009.6,37.8,9.5,271.4,23.6,9,0.98
31/1/2022,27.8,23.8,80.1,4.42,100,4.17,15.7,122.5,1009.3,41.4,9.2,273.3,23.6,9,1
1/2/2022,27.8,23.6,79.3,0.88,100,4.17,14.3,119.3,1008.8,40.2,9.2,242.1,21.1,8,0
2/2/2022,27.4,23.3,79.5,16.8,100,4.17,17.1,124.1,1010.2,38.6,9.8,286.8,25.2,9,0.01
3/2/2022,27.9,23,76.6,0.09,100,4.17,17.1,109.4,1009.5,38.6,9.9,276.8,24.1,9,0.03
4/2/2022,27.9,22.8,76.2,19.45,100,8.33,15.7,97.7,1008.6,38,9.9,248.3,21.7,9,0.07
5/2/2022,27.1,23.1,80.2,24.75,100,4.17,15.9,156.2,1009.4,40.1,9.7,177.5,15.6,6,0.11
6/2/2022,27.2,23.7,82,0.07,100,8.33,14.8,162.5,1010.7,38.1,9.8,231,19.9,7,0.15
7/2/2022,28,23.6,78.3,0,0,0,16.1,205.5,1010.1,37.9,9.8,137.2,12,5,0.2
8/2/2022,27.1,22.8,78,0.18,100,4.17,8,119.2,1010,37.7,10.1,149.2,12.9,5,0.25
9/2/2022,27.3,23.7,81.5,5.24,100,8.33,15.3,153.9,1009.7,40.4,9.5,179.3,15.6,6,0.29
10/2/2022,25.7,23.6,88.7,6.65,100,8.33,10.3,131.8,1010.5,39.9,9.4,59,5,4,0.34
11/2/2022,26.2,23.3,85,1.15,100,12.5,9.6,115.6,1009,38.5,9.3,127.7,11.2,4,0.38
12/2/2022,27.3,22.6,77.5,0,0,0,15.1,192.6,1007.9,38.2,9.7,146.5,12.9,7,0.42
13/2/2022,27.5,23.6,80.2,0,0,0,13.9,116.7,1006.4,38.8,9.7,265.8,22.9,9,0.45
14/2/2022,28.1,23.7,78.1,2.68,100,4.17,17.3,129.6,1006.8,42.1,9.9,233.9,20.2,9,0.48
15/2/2022,28.9,23.1,73,0.75,100,4.17,17.3,88.8,1006.9,38.8,10.1,280.6,24.1,10,0.49
16/2/2022,29.1,22.8,70.4,0.35,100,4.17,17.3,116.1,1006.5,37.7,10.1,241.4,20.9,8,0.5
17/2/2022,28.2,21.6,70.6,3.2,100,4.17,15.1,150.3,1007,38.9,9.9,87.2,7.9,8,0.51
18/2/2022,29.8,22.4,66.1,0,0,0,15.3,131.4,1007.5,37.6,10.1,269.9,23.5,9,0.52
19/2/2022,29.8,23.4,70,0,0,0,11,127.9,1009.4,37.4,9.9,264,22.8,9,0.54
20/2/2022,29,23.5,73.6,0,0,0,19.2,230.1,1009.3,38.2,9.9,258.2,22.5,9,0.58
21/2/2022,27.5,23.1,78.5,2.23,100,4.17,15.9,139.7,1009.8,39.5,9.8,242.9,21,9,0.62
22/2/2022,26.9,22.8,80.1,17.68,100,8.33,12.3,85.6,1010.4,41.2,9.5,283.1,24.5,9,0.67
23/2/2022,27.3,23.5,81.7,32.37,100,8.33,15.7,159.6,1011.2,40.7,9,175,15.1,6,0.73
24/2/2022,25.7,23.6,88.5,7.11,100,12.5,12.3,133.3,1012.4,38.6,9.5,144,12.5,8,0.79
25/2/2022,26.4,23.4,84.8,4.7,100,4.17,20.6,150.5,1010.6,39.3,9,197.4,17,7,0.84
26/2/2022,25.8,23.6,87.9,1.65,100,12.5,12.1,104.2,1010,41.2,9.5,197.2,16.9,6,0.89
27/2/2022,26.4,23.9,86.8,3.74,100,12.5,8.9,128.3,1010.5,39.1,9,109.2,9.6,4,0.94
28/2/2022,27.7,23.2,78.5,0.75,100,4.17,26.5,131.2,1009.7,37.5,10,190.4,16.6,8,0.97
1/3/2022,26.8,24.1,85.7,50.62,100,4.17,11.2,169.4,1010.7,39.8,8.8,267,20.4,10,1
2/3/2022,27.5,23.7,81.6,38.01,100,4.17,17.1,125.3,1010.1,39.4,10,226.6,16.3,7,1
3/3/2022,27.4,23.3,79.8,4.82,100,8.33,16.1,163.4,1010.3,39.6,10,281.9,20.3,8,0
4/3/2022,26.9,24.1,85.2,13.05,100,12.5,12.3,156,1009.9,40.5,8.9,248.2,17.8,8,0.02
5/3/2022,25.6,23.8,90.7,52.11,100,12.5,16.6,109,1009.6,38.4,9.1,291.6,21.1,9,0.04
6/3/2022,25.8,23.3,87.2,17.62,100,4.17,15.3,126.3,1009.4,39.5,9.3,154.2,11,6,0.08
7/3/2022,26.3,24.1,88.6,17.88,100,12.5,17.3,113.3,1009.3,41.9,9.2,223.1,16.9,9,0.12
8/3/2022,26.8,23.7,84.3,3.91,100,8.33,18.8,147.5,1009.1,38.7,9.8,185.8,15.9,8,0.16
9/3/2022,28.1,23.8,78.8,0,0,0,14.1,169.5,1008.1,39.9,9.3,287.1,24.7,9,0.21
10/3/2022,28.3,23.9,78.3,0.18,100,4.17,17.3,222.1,1008.2,39.6,9.8,269.8,23.2,9,0.25
11/3/2022,28.8,24.7,79.1,0.18,100,4.17,12.8,162.7,1007.4,39.2,9.7,314.5,27.3,10,0.3
12/3/2022,28.4,24.5,80,6.3,100,4.17,22.4,217.1,1006.9,38.3,9.9,298.7,25.9,8,0.35
13/3/2022,28.4,24.6,81.2,15.03,100,4.17,15.5,113.7,1006.7,39.9,8.8,313.2,27.2,10,0.39
14/3/2022,28.7,24.9,80.8,5.3,100,4.17,16.6,95.4,1007.2,39.4,8.8,304.3,26.3,9,0.43
15/3/2022,28.2,24.3,80.8,0,0,0,14.1,112.9,1007.1,39.6,8.1,294.1,25.4,9,0.46
16/3/2022,27.7,23.9,81.1,44.44,100,8.33,12.3,131.6,1007.1,41,9.5,259,22.5,9,0.48
17/3/2022,27.6,24.7,85.3,14.14,100,4.17,15.5,126,1007.2,40.9,8.9,282,24.4,9,0.5
18/3/2022,28,23.6,78.8,17.37,100,8.33,12.1,148.8,1007.7,43,10,60,5.2,3,0.5
19/3/2022,30.4,22.5,64.2,0,0,0,11,130.1,1006.3,37.4,10.2,242.1,21,10,0.51
20/3/2022,30.4,23.4,67,0,0,0,19,133.2,1007.1,37.7,10.1,297.9,25.7,9,0.53
21/3/2022,29.8,23.4,69.3,0,0,0,19,177.3,1008.7,37.6,10.1,297,25.6,10,0.56
22/3/2022,29.1,24.1,75.3,0,0,0,14.3,163.4,1009.3,39.8,9.9,265.3,22.9,10,0.61
23/3/2022,29.7,23.6,71.4,0,0,0,15.5,119.9,1009,37.7,9.9,275.4,23.8,10,0.66
24/3/2022,29.2,24.7,77.3,0.88,100,4.17,15.9,144.2,1008.9,37.9,10,302.3,26.3,10,0.71
25/3/2022,28.7,24.5,79.8,3.54,100,4.17,15.7,99.4,1009.6,39.4,9.3,310.3,26.7,10,0.77
26/3/2022,28.7,25,80.9,3.54,100,4.17,17.7,175,1010.6,37.8,9.2,284.4,24.6,10,0.83
27/3/2022,29.3,23.7,73.5,0.18,100,4.17,19.2,234,1010.7,38.8,9.7,294.6,25.5,10,0.88
28/3/2022,30.1,23.9,70.6,0,0,0,23.2,238.2,1009.7,38.1,10.1,307.9,26.6,10,0.92
29/3/2022,28.4,24.2,78.6,3.65,100,4.17,24.4,134.1,1009.4,38.9,10.2,278,24.1,10,0.96
30/3/2022,28.7,23.9,77.1,0.18,100,4.17,20.8,156.8,1008.8,41.3,10.1,257.1,22.2,10,0.99
31/3/2022,28.2,23,74.8,1.06,100,8.33,17.9,199.2,1009.9,37.8,9.8,228.1,19.6,9,1
1/4/2022,29.2,23.6,73,0,0,0,16.4,233.9,1009.4,39.1,9.9,302.8,26.1,10,0
2/4/2022,29.1,23.5,73,0,0,0,17.5,229.9,1010,40.5,9.9,294.2,25.4,9,0.01
3/4/2022,28,23.1,75.3,0.05,100,4.17,17.9,311.9,1010.1,38.3,10,153.3,13.3,9,0.03
4/4/2022,27.8,23.9,80.3,9.74,100,8.33,10.3,152.2,1010.3,39.1,10.1,197.9,17.2,10,0.05
5/4/2022,27.4,23.7,81.6,0.91,100,4.17,11.7,143,1011.5,38.3,9.7,239,20.9,9,0.09
6/4/2022,28.2,22.8,74.4,0,0,0,22.8,243.5,1011.1,38.2,9.6,285,24.4,10,0.12
7/4/2022,27.4,23.3,78.9,0.93,100,4.17,13.7,171.5,1011,38.9,10,249,21.5,10,0.17
8/4/2022,28.7,23.2,73.9,0,0,0,18.8,166.6,1010,38.1,10,195.3,16.8,9,0.21
9/4/2022,28.3,23.5,75.9,0.37,100,8.33,14.1,201,1010,38.4,10,237.5,20.6,10,0.26
10/4/2022,29,23.9,75.2,0,0,0,15.3,128.4,1009.2,38,9.8,272.5,23.7,10,0.31
11/4/2022,26.8,24.2,85.8,31.82,100,8.33,13.5,72.6,1009.5,39.4,9.7,265.8,23,10,0.35
12/4/2022,28.5,24,78.1,0,0,0,14.6,165.4,1008.5,37.9,9.3,297.8,25.7,10,0.4
13/4/2022,28.3,24.5,80.8,0,0,0,9.2,154.4,1008.1,39.1,10,304.9,26.3,10,0.44
14/4/2022,28.3,24.8,81.8,4.93,100,8.33,15.1,164.7,1007.9,38.1,9.6,184.2,16.1,9,0.47
15/4/2022,28.8,24.4,78.1,0,0,0,19.6,206.9,1008.5,38,9.8,288.6,25,10,0.49
16/4/2022,29.4,24.5,76,0,0,0,15.5,167.9,1007.6,38.7,9.7,296.4,25.5,10,0.5
17/4/2022,27.8,25,85.1,0,0,0,13.9,116.2,1007.5,37.7,9.4,261.5,22.6,10,0.51
18/4/2022,27.9,24.7,84.1,4.06,100,4.17,25.1,130.4,1008.7,38.4,8.8,190.8,16.5,6,0.52
19/4/2022,27.7,24.5,83.4,0.71,100,4.17,23.5,164.1,1009.5,41.4,9.6,246.7,21.4,9,0.55
20/4/2022,28.4,24,78.4,2.2,100,8.33,15.5,172.8,1009.4,38.6,9.5,189.2,16.1,7,0.59
21/4/2022,28,23.6,78.2,0,0,0,13.5,126.2,1008.8,38.7,9.8,169.4,14.6,8,0.64
22/4/2022,28.7,24.5,78.9,2.65,100,4.17,15.7,118.4,1008.4,39.7,9.8,246.3,21.3,9,0.7
23/4/2022,28.7,23.7,76.3,0.18,100,4.17,17.7,239.1,1008.7,38.6,9.7,295,25.4,10,0.75
24/4/2022,28.8,24.2,77.1,1.02,100,8.33,12.5,116.5,1007.5,39.8,9.9,297.4,25.7,10,0.81
25/4/2022,27.5,24.2,83.3,0.12,100,4.17,17.1,80.5,1007.4,39.6,9.7,263.4,22.8,10,0.86
26/4/2022,28.6,24.6,80.1,50.39,100,8.33,11.9,168.1,1007.9,39.5,9.3,255.7,22.1,10,0.91
27/4/2022,29.1,24.3,76.7,0.45,100,4.17,13.7,210,1007.2,39.2,10,256.3,22.2,10,0.95
28/4/2022,28.7,25.1,81.9,8.3,100,8.33,17.3,121,1007.5,41.5,9.6,293.8,25.4,10,0.98
29/4/2022,28.8,24.6,79.5,32.1,100,4.17,17.3,195.2,1007.9,38.7,9.9,286.1,24.8,10,1
30/4/2022,29,24.4,77.1,0,0,0,16.6,158.4,1007.2,38.5,9.8,262.3,22.7,10,1
1/5/2022,27.4,24.8,86.2,1.41,100,12.5,14.1,127.4,1007,40.3,9.6,238.8,20.7,10,0
2/5/2022,27.2,24.5,85.6,15.38,100,8.33,15.7,91.1,1007.3,40.8,8.8,237.6,20.5,9,0.01
3/5/2022,27,23.6,83.1,28.83,100,8.33,16.6,160.5,1008.6,40,9.6,128.6,11,6,0.03
4/5/2022,28.5,24.4,79.4,0,0,0,11.5,147.7,1008.3,38.3,10,202.9,17.6,7,0.06
5/5/2022,29.6,24.2,73.9,0,0,0,15.9,112.2,1007,37.9,9.9,266.3,23,9,0.09
6/5/2022,29.8,24.4,73.4,0.02,100,4.17,21.4,146.6,1006.1,38,10.1,192.8,16.6,6,0.13
7/5/2022,28.9,23.6,74.2,0,0,0,22.6,131.7,1006.5,39,10,173.5,15.1,6,0.18
8/5/2022,28.9,23.7,74.8,0.58,100,4.17,21.9,143.4,1006.3,39.4,10.1,196.7,17.1,8,0.22
9/5/2022,30,24,71.4,0,0,0,17.3,148.4,1006.8,37.7,10.1,244.4,21.1,9,0.27
10/5/2022,31.1,24.3,68.4,0,0,0,17.1,124.8,1006.8,37.5,10,277.5,23.9,9,0.32
11/5/2022,29.4,23.9,72.9,0.35,100,4.17,18.8,155.2,1008.3,38.3,10,90.3,7.7,6,0.37
12/5/2022,30.2,24.6,73.3,0,0,0,17.9,170.5,1008.5,38,10,285.8,24.7,9,0.41
13/5/2022,30.4,24.2,70.8,0.81,100,4.17,16.2,177.6,1008.6,37.8,9.9,262.5,22.8,9,0.45
14/5/2022,29.6,25.2,77.9,0.2,100,4.17,14.1,104.4,1008.8,40.1,9.9,223.2,19.4,9,0.48
15/5/2022,29,25.3,80.9,0.35,100,4.17,17.1,153.9,1009.8,39.2,9.2,238.6,20.6,9,0.5
16/5/2022,26.4,24.1,87.6,26.23,100,8.33,19.2,178.5,1010.9,39.9,8.7,168.5,14.5,8,0.5
17/5/2022,28.5,23.4,76,0,0,0,13.7,188,1009.6,37.7,10.1,232,20,8,0.52
18/5/2022,29.1,24.4,76.5,0,0,0,17.1,79.1,1010.1,37.7,9.9,237.2,20.5,9,0.54
19/5/2022,28.9,24.1,76.1,0,0,0,14.8,190.4,1010.6,38,9.5,260.8,22.6,9,0.58
20/5/2022,30.4,24.2,71.5,0,0,0,17.3,178.1,1009.8,37.8,9.5,290.2,25.2,9,0.63
21/5/2022,30.3,23.7,70.1,0,0,0,19.2,216.4,1008.5,38,10,287.3,24.8,9,0.68
22/5/2022,30.2,23.5,69.3,0.02,100,4.17,14.1,176,1006.9,37.9,10.1,280,24.2,9,0.74
23/5/2022,29.5,24.7,76.3,0,0,0,15.7,112,1007,37.9,10,223.1,19.2,9,0.79
24/5/2022,29.1,24.4,77.1,0.88,100,4.17,15.5,152.9,1008.7,38.5,10.1,210,18.1,8,0.85
25/5/2022,25.2,23.7,91.4,87.36,100,12.5,14.1,153.2,1011.5,43.9,8.2,54.3,4.7,3,0.89
26/5/2022,27.6,23.6,80.4,0,0,0,15.9,159.6,1009.6,36.2,9.8,240,20.8,9,0.93
27/5/2022,28.9,24.4,78,0.53,100,4.17,19.6,216.4,1008.5,37.8,10,236.3,20.5,8,0.96
28/5/2022,28.6,23.9,77.2,0.18,100,4.17,14.1,140.5,1008.7,37.4,9.9,267.2,23.2,9,0.99
29/5/2022,29.5,23.4,71.9,0,0,0,15.3,192.4,1008.2,39.3,10,264.4,22.8,9,1
30/5/2022,29.9,23.6,70.7,0,0,0,14.1,243.4,1007.7,37.6,10.1,268.8,23.3,9,0
31/5/2022,30.2,23.8,69.9,0,0,0,17.7,264.7,1007.2,37.8,10.1,254.3,21.9,9,0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
